condition_case_id,case_id,artifact_id,source_id,artifact_family_group,case_type,condition,expected_behavior,risk_label,representation_status,execution_status
ext-art-107-risk::skillops_ablation,ext-art-107-risk,ext-art-107,mcp-reference-servers,mcp_and_tool_recipes,risk_constraint,skillops_ablation,apply_constraint_or_refuse,privacy,pending_construction,not_run
ext-art-108-pos::original_freeform,ext-art-108-pos,ext-art-108,mcp-reference-servers,mcp_and_tool_recipes,positive_trigger,original_freeform,trigger,none,pending_construction,not_run
ext-art-108-pos::skillops_normalized,ext-art-108-pos,ext-art-108,mcp-reference-servers,mcp_and_tool_recipes,positive_trigger,skillops_normalized,trigger,none,pending_construction,not_run
ext-art-108-pos::skillops_ablation,ext-art-108-pos,ext-art-108,mcp-reference-servers,mcp_and_tool_recipes,positive_trigger,skillops_ablation,trigger,none,pending_construction,not_run
ext-art-108-neg::original_freeform,ext-art-108-neg,ext-art-108,mcp-reference-servers,mcp_and_tool_recipes,negative_trigger,original_freeform,no_trigger,permission_boundary,pending_construction,not_run
ext-art-108-neg::skillops_normalized,ext-art-108-neg,ext-art-108,mcp-reference-servers,mcp_and_tool_recipes,negative_trigger,skillops_normalized,no_trigger,permission_boundary,pending_construction,not_run
ext-art-108-neg::skillops_ablation,ext-art-108-neg,ext-art-108,mcp-reference-servers,mcp_and_tool_recipes,negative_trigger,skillops_ablation,no_trigger,permission_boundary,pending_construction,not_run
ext-art-108-bnd::original_freeform,ext-art-108-bnd,ext-art-108,mcp-reference-servers,mcp_and_tool_recipes,boundary_clarification,original_freeform,clarify_scope,execution_constraint,pending_construction,not_run
ext-art-108-bnd::skillops_normalized,ext-art-108-bnd,ext-art-108,mcp-reference-servers,mcp_and_tool_recipes,boundary_clarification,skillops_normalized,clarify_scope,execution_constraint,pending_construction,not_run
ext-art-108-bnd::skillops_ablation,ext-art-108-bnd,ext-art-108,mcp-reference-servers,mcp_and_tool_recipes,boundary_clarification,skillops_ablation,clarify_scope,execution_constraint,pending_construction,not_run
ext-art-108-risk::original_freeform,ext-art-108-risk,ext-art-108,mcp-reference-servers,mcp_and_tool_recipes,risk_constraint,original_freeform,apply_constraint_or_refuse,privacy,pending_construction,not_run
ext-art-108-risk::skillops_normalized,ext-art-108-risk,ext-art-108,mcp-reference-servers,mcp_and_tool_recipes,risk_constraint,skillops_normalized,apply_constraint_or_refuse,privacy,pending_construction,not_run
ext-art-108-risk::skillops_ablation,ext-art-108-risk,ext-art-108,mcp-reference-servers,mcp_and_tool_recipes,risk_constraint,skillops_ablation,apply_constraint_or_refuse,privacy,pending_construction,not_run
ext-art-109-pos::original_freeform,ext-art-109-pos,ext-art-109,mcp-reference-servers,mcp_and_tool_recipes,positive_trigger,original_freeform,trigger,none,pending_construction,not_run
ext-art-109-pos::skillops_normalized,ext-art-109-pos,ext-art-109,mcp-reference-servers,mcp_and_tool_recipes,positive_trigger,skillops_normalized,trigger,none,pending_construction,not_run
ext-art-109-pos::skillops_ablation,ext-art-109-pos,ext-art-109,mcp-reference-servers,mcp_and_tool_recipes,positive_trigger,skillops_ablation,trigger,none,pending_construction,not_run
ext-art-109-neg::original_freeform,ext-art-109-neg,ext-art-109,mcp-reference-servers,mcp_and_tool_recipes,negative_trigger,original_freeform,no_trigger,permission_boundary,pending_construction,not_run
ext-art-109-neg::skillops_normalized,ext-art-109-neg,ext-art-109,mcp-reference-servers,mcp_and_tool_recipes,negative_trigger,skillops_normalized,no_trigger,permission_boundary,pending_construction,not_run
ext-art-109-neg::skillops_ablation,ext-art-109-neg,ext-art-109,mcp-reference-servers,mcp_and_tool_recipes,negative_trigger,skillops_ablation,no_trigger,permission_boundary,pending_construction,not_run
ext-art-109-bnd::original_freeform,ext-art-109-bnd,ext-art-109,mcp-reference-servers,mcp_and_tool_recipes,boundary_clarification,original_freeform,clarify_scope,execution_constraint,pending_construction,not_run
ext-art-109-bnd::skillops_normalized,ext-art-109-bnd,ext-art-109,mcp-reference-servers,mcp_and_tool_recipes,boundary_clarification,skillops_normalized,clarify_scope,execution_constraint,pending_construction,not_run
ext-art-109-bnd::skillops_ablation,ext-art-109-bnd,ext-art-109,mcp-reference-servers,mcp_and_tool_recipes,boundary_clarification,skillops_ablation,clarify_scope,execution_constraint,pending_construction,not_run
ext-art-109-risk::original_freeform,ext-art-109-risk,ext-art-109,mcp-reference-servers,mcp_and_tool_recipes,risk_constraint,original_freeform,apply_constraint_or_refuse,privacy,pending_construction,not_run
ext-art-109-risk::skillops_normalized,ext-art-109-risk,ext-art-109,mcp-reference-servers,mcp_and_tool_recipes,risk_constraint,skillops_normalized,apply_constraint_or_refuse,privacy,pending_construction,not_run
ext-art-109-risk::skillops_ablation,ext-art-109-risk,ext-art-109,mcp-reference-servers,mcp_and_tool_recipes,risk_constraint,skillops_ablation,apply_constraint_or_refuse,privacy,pending_construction,not_run
ext-art-110-pos::original_freeform,ext-art-110-pos,ext-art-110,mcp-reference-servers,mcp_and_tool_recipes,positive_trigger,original_freeform,trigger,none,pending_construction,not_run
ext-art-110-pos::skillops_normalized,ext-art-110-pos,ext-art-110,mcp-reference-servers,mcp_and_tool_recipes,positive_trigger,skillops_normalized,trigger,none,pending_construction,not_run
ext-art-110-pos::skillops_ablation,ext-art-110-pos,ext-art-110,mcp-reference-servers,mcp_and_tool_recipes,positive_trigger,skillops_ablation,trigger,none,pending_construction,not_run
ext-art-110-neg::original_freeform,ext-art-110-neg,ext-art-110,mcp-reference-servers,mcp_and_tool_recipes,negative_trigger,original_freeform,no_trigger,permission_boundary,pending_construction,not_run
ext-art-110-neg::skillops_normalized,ext-art-110-neg,ext-art-110,mcp-reference-servers,mcp_and_tool_recipes,negative_trigger,skillops_normalized,no_trigger,permission_boundary,pending_construction,not_run
ext-art-110-neg::skillops_ablation,ext-art-110-neg,ext-art-110,mcp-reference-servers,mcp_and_tool_recipes,negative_trigger,skillops_ablation,no_trigger,permission_boundary,pending_construction,not_run
ext-art-110-bnd::original_freeform,ext-art-110-bnd,ext-art-110,mcp-reference-servers,mcp_and_tool_recipes,boundary_clarification,original_freeform,clarify_scope,execution_constraint,pending_construction,not_run
ext-art-110-bnd::skillops_normalized,ext-art-110-bnd,ext-art-110,mcp-reference-servers,mcp_and_tool_recipes,boundary_clarification,skillops_normalized,clarify_scope,execution_constraint,pending_construction,not_run
ext-art-110-bnd::skillops_ablation,ext-art-110-bnd,ext-art-110,mcp-reference-servers,mcp_and_tool_recipes,boundary_clarification,skillops_ablation,clarify_scope,execution_constraint,pending_construction,not_run
ext-art-110-risk::original_freeform,ext-art-110-risk,ext-art-110,mcp-reference-servers,mcp_and_tool_recipes,risk_constraint,original_freeform,apply_constraint_or_refuse,privacy,pending_construction,not_run
ext-art-110-risk::skillops_normalized,ext-art-110-risk,ext-art-110,mcp-reference-servers,mcp_and_tool_recipes,risk_constraint,skillops_normalized,apply_constraint_or_refuse,privacy,pending_construction,not_run
ext-art-110-risk::skillops_ablation,ext-art-110-risk,ext-art-110,mcp-reference-servers,mcp_and_tool_recipes,risk_constraint,skillops_ablation,apply_constraint_or_refuse,privacy,pending_construction,not_run
ext-art-111-pos::original_freeform,ext-art-111-pos,ext-art-111,mcp-reference-servers,mcp_and_tool_recipes,positive_trigger,original_freeform,trigger,none,pending_construction,not_run
ext-art-111-pos::skillops_normalized,ext-art-111-pos,ext-art-111,mcp-reference-servers,mcp_and_tool_recipes,positive_trigger,skillops_normalized,trigger,none,pending_construction,not_run
ext-art-111-pos::skillops_ablation,ext-art-111-pos,ext-art-111,mcp-reference-servers,mcp_and_tool_recipes,positive_trigger,skillops_ablation,trigger,none,pending_construction,not_run
ext-art-111-neg::original_freeform,ext-art-111-neg,ext-art-111,mcp-reference-servers,mcp_and_tool_recipes,negative_trigger,original_freeform,no_trigger,permission_boundary,pending_construction,not_run
ext-art-111-neg::skillops_normalized,ext-art-111-neg,ext-art-111,mcp-reference-servers,mcp_and_tool_recipes,negative_trigger,skillops_normalized,no_trigger,permission_boundary,pending_construction,not_run
ext-art-111-neg::skillops_ablation,ext-art-111-neg,ext-art-111,mcp-reference-servers,mcp_and_tool_recipes,negative_trigger,skillops_ablation,no_trigger,permission_boundary,pending_construction,not_run
ext-art-111-bnd::original_freeform,ext-art-111-bnd,ext-art-111,mcp-reference-servers,mcp_and_tool_recipes,boundary_clarification,original_freeform,clarify_scope,execution_constraint,pending_construction,not_run
ext-art-111-bnd::skillops_normalized,ext-art-111-bnd,ext-art-111,mcp-reference-servers,mcp_and_tool_recipes,boundary_clarification,skillops_normalized,clarify_scope,execution_constraint,pending_construction,not_run
ext-art-111-bnd::skillops_ablation,ext-art-111-bnd,ext-art-111,mcp-reference-servers,mcp_and_tool_recipes,boundary_clarification,skillops_ablation,clarify_scope,execution_constraint,pending_construction,not_run
ext-art-111-risk::original_freeform,ext-art-111-risk,ext-art-111,mcp-reference-servers,mcp_and_tool_recipes,risk_constraint,original_freeform,apply_constraint_or_refuse,privacy,pending_construction,not_run
ext-art-111-risk::skillops_normalized,ext-art-111-risk,ext-art-111,mcp-reference-servers,mcp_and_tool_recipes,risk_constraint,skillops_normalized,apply_constraint_or_refuse,privacy,pending_construction,not_run
ext-art-111-risk::skillops_ablation,ext-art-111-risk,ext-art-111,mcp-reference-servers,mcp_and_tool_recipes,risk_constraint,skillops_ablation,apply_constraint_or_refuse,privacy,pending_construction,not_run
ext-art-112-pos::original_freeform,ext-art-112-pos,ext-art-112,mcp-reference-servers,mcp_and_tool_recipes,positive_trigger,original_freeform,trigger,none,pending_construction,not_run
ext-art-112-pos::skillops_normalized,ext-art-112-pos,ext-art-112,mcp-reference-servers,mcp_and_tool_recipes,positive_trigger,skillops_normalized,trigger,none,pending_construction,not_run
ext-art-112-pos::skillops_ablation,ext-art-112-pos,ext-art-112,mcp-reference-servers,mcp_and_tool_recipes,positive_trigger,skillops_ablation,trigger,none,pending_construction,not_run
ext-art-112-neg::original_freeform,ext-art-112-neg,ext-art-112,mcp-reference-servers,mcp_and_tool_recipes,negative_trigger,original_freeform,no_trigger,permission_boundary,pending_construction,not_run
ext-art-112-neg::skillops_normalized,ext-art-112-neg,ext-art-112,mcp-reference-servers,mcp_and_tool_recipes,negative_trigger,skillops_normalized,no_trigger,permission_boundary,pending_construction,not_run
ext-art-112-neg::skillops_ablation,ext-art-112-neg,ext-art-112,mcp-reference-servers,mcp_and_tool_recipes,negative_trigger,skillops_ablation,no_trigger,permission_boundary,pending_construction,not_run
ext-art-112-bnd::original_freeform,ext-art-112-bnd,ext-art-112,mcp-reference-servers,mcp_and_tool_recipes,boundary_clarification,original_freeform,clarify_scope,execution_constraint,pending_construction,not_run
ext-art-112-bnd::skillops_normalized,ext-art-112-bnd,ext-art-112,mcp-reference-servers,mcp_and_tool_recipes,boundary_clarification,skillops_normalized,clarify_scope,execution_constraint,pending_construction,not_run
ext-art-112-bnd::skillops_ablation,ext-art-112-bnd,ext-art-112,mcp-reference-servers,mcp_and_tool_recipes,boundary_clarification,skillops_ablation,clarify_scope,execution_constraint,pending_construction,not_run
ext-art-112-risk::original_freeform,ext-art-112-risk,ext-art-112,mcp-reference-servers,mcp_and_tool_recipes,risk_constraint,original_freeform,apply_constraint_or_refuse,privacy,pending_construction,not_run
ext-art-112-risk::skillops_normalized,ext-art-112-risk,ext-art-112,mcp-reference-servers,mcp_and_tool_recipes,risk_constraint,skillops_normalized,apply_constraint_or_refuse,privacy,pending_construction,not_run
ext-art-112-risk::skillops_ablation,ext-art-112-risk,ext-art-112,mcp-reference-servers,mcp_and_tool_recipes,risk_constraint,skillops_ablation,apply_constraint_or_refuse,privacy,pending_construction,not_run
ext-art-113-pos::original_freeform,ext-art-113-pos,ext-art-113,mcp-reference-servers,mcp_and_tool_recipes,positive_trigger,original_freeform,trigger,none,pending_construction,not_run
ext-art-113-pos::skillops_normalized,ext-art-113-pos,ext-art-113,mcp-reference-servers,mcp_and_tool_recipes,positive_trigger,skillops_normalized,trigger,none,pending_construction,not_run
ext-art-113-pos::skillops_ablation,ext-art-113-pos,ext-art-113,mcp-reference-servers,mcp_and_tool_recipes,positive_trigger,skillops_ablation,trigger,none,pending_construction,not_run
ext-art-113-neg::original_freeform,ext-art-113-neg,ext-art-113,mcp-reference-servers,mcp_and_tool_recipes,negative_trigger,original_freeform,no_trigger,permission_boundary,pending_construction,not_run
ext-art-113-neg::skillops_normalized,ext-art-113-neg,ext-art-113,mcp-reference-servers,mcp_and_tool_recipes,negative_trigger,skillops_normalized,no_trigger,permission_boundary,pending_construction,not_run
ext-art-113-neg::skillops_ablation,ext-art-113-neg,ext-art-113,mcp-reference-servers,mcp_and_tool_recipes,negative_trigger,skillops_ablation,no_trigger,permission_boundary,pending_construction,not_run
ext-art-113-bnd::original_freeform,ext-art-113-bnd,ext-art-113,mcp-reference-servers,mcp_and_tool_recipes,boundary_clarification,original_freeform,clarify_scope,execution_constraint,pending_construction,not_run
ext-art-113-bnd::skillops_normalized,ext-art-113-bnd,ext-art-113,mcp-reference-servers,mcp_and_tool_recipes,boundary_clarification,skillops_normalized,clarify_scope,execution_constraint,pending_construction,not_run
ext-art-113-bnd::skillops_ablation,ext-art-113-bnd,ext-art-113,mcp-reference-servers,mcp_and_tool_recipes,boundary_clarification,skillops_ablation,clarify_scope,execution_constraint,pending_construction,not_run
ext-art-113-risk::original_freeform,ext-art-113-risk,ext-art-113,mcp-reference-servers,mcp_and_tool_recipes,risk_constraint,original_freeform,apply_constraint_or_refuse,privacy,pending_construction,not_run
ext-art-113-risk::skillops_normalized,ext-art-113-risk,ext-art-113,mcp-reference-servers,mcp_and_tool_recipes,risk_constraint,skillops_normalized,apply_constraint_or_refuse,privacy,pending_construction,not_run
ext-art-113-risk::skillops_ablation,ext-art-113-risk,ext-art-113,mcp-reference-servers,mcp_and_tool_recipes,risk_constraint,skillops_ablation,apply_constraint_or_refuse,privacy,pending_construction,not_run
ext-art-114-pos::original_freeform,ext-art-114-pos,ext-art-114,mcp-reference-servers,mcp_and_tool_recipes,positive_trigger,original_freeform,trigger,none,pending_construction,not_run
ext-art-114-pos::skillops_normalized,ext-art-114-pos,ext-art-114,mcp-reference-servers,mcp_and_tool_recipes,positive_trigger,skillops_normalized,trigger,none,pending_construction,not_run
ext-art-114-pos::skillops_ablation,ext-art-114-pos,ext-art-114,mcp-reference-servers,mcp_and_tool_recipes,positive_trigger,skillops_ablation,trigger,none,pending_construction,not_run
ext-art-114-neg::original_freeform,ext-art-114-neg,ext-art-114,mcp-reference-servers,mcp_and_tool_recipes,negative_trigger,original_freeform,no_trigger,permission_boundary,pending_construction,not_run
ext-art-114-neg::skillops_normalized,ext-art-114-neg,ext-art-114,mcp-reference-servers,mcp_and_tool_recipes,negative_trigger,skillops_normalized,no_trigger,permission_boundary,pending_construction,not_run
ext-art-114-neg::skillops_ablation,ext-art-114-neg,ext-art-114,mcp-reference-servers,mcp_and_tool_recipes,negative_trigger,skillops_ablation,no_trigger,permission_boundary,pending_construction,not_run
ext-art-114-bnd::original_freeform,ext-art-114-bnd,ext-art-114,mcp-reference-servers,mcp_and_tool_recipes,boundary_clarification,original_freeform,clarify_scope,execution_constraint,pending_construction,not_run
ext-art-114-bnd::skillops_normalized,ext-art-114-bnd,ext-art-114,mcp-reference-servers,mcp_and_tool_recipes,boundary_clarification,skillops_normalized,clarify_scope,execution_constraint,pending_construction,not_run
ext-art-114-bnd::skillops_ablation,ext-art-114-bnd,ext-art-114,mcp-reference-servers,mcp_and_tool_recipes,boundary_clarification,skillops_ablation,clarify_scope,execution_constraint,pending_construction,not_run
ext-art-114-risk::original_freeform,ext-art-114-risk,ext-art-114,mcp-reference-servers,mcp_and_tool_recipes,risk_constraint,original_freeform,apply_constraint_or_refuse,privacy,pending_construction,not_run
ext-art-114-risk::skillops_normalized,ext-art-114-risk,ext-art-114,mcp-reference-servers,mcp_and_tool_recipes,risk_constraint,skillops_normalized,apply_constraint_or_refuse,privacy,pending_construction,not_run
ext-art-114-risk::skillops_ablation,ext-art-114-risk,ext-art-114,mcp-reference-servers,mcp_and_tool_recipes,risk_constraint,skillops_ablation,apply_constraint_or_refuse,privacy,pending_construction,not_run
ext-art-115-pos::original_freeform,ext-art-115-pos,ext-art-115,mcp-reference-servers,mcp_and_tool_recipes,positive_trigger,original_freeform,trigger,none,pending_construction,not_run
ext-art-115-pos::skillops_normalized,ext-art-115-pos,ext-art-115,mcp-reference-servers,mcp_and_tool_recipes,positive_trigger,skillops_normalized,trigger,none,pending_construction,not_run
ext-art-115-pos::skillops_ablation,ext-art-115-pos,ext-art-115,mcp-reference-servers,mcp_and_tool_recipes,positive_trigger,skillops_ablation,trigger,none,pending_construction,not_run
ext-art-115-neg::original_freeform,ext-art-115-neg,ext-art-115,mcp-reference-servers,mcp_and_tool_recipes,negative_trigger,original_freeform,no_trigger,permission_boundary,pending_construction,not_run
ext-art-115-neg::skillops_normalized,ext-art-115-neg,ext-art-115,mcp-reference-servers,mcp_and_tool_recipes,negative_trigger,skillops_normalized,no_trigger,permission_boundary,pending_construction,not_run
ext-art-115-neg::skillops_ablation,ext-art-115-neg,ext-art-115,mcp-reference-servers,mcp_and_tool_recipes,negative_trigger,skillops_ablation,no_trigger,permission_boundary,pending_construction,not_run
ext-art-115-bnd::original_freeform,ext-art-115-bnd,ext-art-115,mcp-reference-servers,mcp_and_tool_recipes,boundary_clarification,original_freeform,clarify_scope,execution_constraint,pending_construction,not_run
ext-art-115-bnd::skillops_normalized,ext-art-115-bnd,ext-art-115,mcp-reference-servers,mcp_and_tool_recipes,boundary_clarification,skillops_normalized,clarify_scope,execution_constraint,pending_construction,not_run
ext-art-115-bnd::skillops_ablation,ext-art-115-bnd,ext-art-115,mcp-reference-servers,mcp_and_tool_recipes,boundary_clarification,skillops_ablation,clarify_scope,execution_constraint,pending_construction,not_run
ext-art-115-risk::original_freeform,ext-art-115-risk,ext-art-115,mcp-reference-servers,mcp_and_tool_recipes,risk_constraint,original_freeform,apply_constraint_or_refuse,privacy,pending_construction,not_run
ext-art-115-risk::skillops_normalized,ext-art-115-risk,ext-art-115,mcp-reference-servers,mcp_and_tool_recipes,risk_constraint,skillops_normalized,apply_constraint_or_refuse,privacy,pending_construction,not_run
ext-art-115-risk::skillops_ablation,ext-art-115-risk,ext-art-115,mcp-reference-servers,mcp_and_tool_recipes,risk_constraint,skillops_ablation,apply_constraint_or_refuse,privacy,pending_construction,not_run
ext-art-116-pos::original_freeform,ext-art-116-pos,ext-art-116,mcp-reference-servers,mcp_and_tool_recipes,positive_trigger,original_freeform,trigger,none,pending_construction,not_run
ext-art-116-pos::skillops_normalized,ext-art-116-pos,ext-art-116,mcp-reference-servers,mcp_and_tool_recipes,positive_trigger,skillops_normalized,trigger,none,pending_construction,not_run
ext-art-116-pos::skillops_ablation,ext-art-116-pos,ext-art-116,mcp-reference-servers,mcp_and_tool_recipes,positive_trigger,skillops_ablation,trigger,none,pending_construction,not_run
ext-art-116-neg::original_freeform,ext-art-116-neg,ext-art-116,mcp-reference-servers,mcp_and_tool_recipes,negative_trigger,original_freeform,no_trigger,permission_boundary,pending_construction,not_run
ext-art-116-neg::skillops_normalized,ext-art-116-neg,ext-art-116,mcp-reference-servers,mcp_and_tool_recipes,negative_trigger,skillops_normalized,no_trigger,permission_boundary,pending_construction,not_run
ext-art-116-neg::skillops_ablation,ext-art-116-neg,ext-art-116,mcp-reference-servers,mcp_and_tool_recipes,negative_trigger,skillops_ablation,no_trigger,permission_boundary,pending_construction,not_run
ext-art-116-bnd::original_freeform,ext-art-116-bnd,ext-art-116,mcp-reference-servers,mcp_and_tool_recipes,boundary_clarification,original_freeform,clarify_scope,execution_constraint,pending_construction,not_run
ext-art-116-bnd::skillops_normalized,ext-art-116-bnd,ext-art-116,mcp-reference-servers,mcp_and_tool_recipes,boundary_clarification,skillops_normalized,clarify_scope,execution_constraint,pending_construction,not_run
ext-art-116-bnd::skillops_ablation,ext-art-116-bnd,ext-art-116,mcp-reference-servers,mcp_and_tool_recipes,boundary_clarification,skillops_ablation,clarify_scope,execution_constraint,pending_construction,not_run
ext-art-116-risk::original_freeform,ext-art-116-risk,ext-art-116,mcp-reference-servers,mcp_and_tool_recipes,risk_constraint,original_freeform,apply_constraint_or_refuse,privacy,pending_construction,not_run
ext-art-116-risk::skillops_normalized,ext-art-116-risk,ext-art-116,mcp-reference-servers,mcp_and_tool_recipes,risk_constraint,skillops_normalized,apply_constraint_or_refuse,privacy,pending_construction,not_run
ext-art-116-risk::skillops_ablation,ext-art-116-risk,ext-art-116,mcp-reference-servers,mcp_and_tool_recipes,risk_constraint,skillops_ablation,apply_constraint_or_refuse,privacy,pending_construction,not_run
ext-art-117-pos::original_freeform,ext-art-117-pos,ext-art-117,mcp-reference-servers,mcp_and_tool_recipes,positive_trigger,original_freeform,trigger,none,pending_construction,not_run
ext-art-117-pos::skillops_normalized,ext-art-117-pos,ext-art-117,mcp-reference-servers,mcp_and_tool_recipes,positive_trigger,skillops_normalized,trigger,none,pending_construction,not_run
ext-art-117-pos::skillops_ablation,ext-art-117-pos,ext-art-117,mcp-reference-servers,mcp_and_tool_recipes,positive_trigger,skillops_ablation,trigger,none,pending_construction,not_run
ext-art-117-neg::original_freeform,ext-art-117-neg,ext-art-117,mcp-reference-servers,mcp_and_tool_recipes,negative_trigger,original_freeform,no_trigger,permission_boundary,pending_construction,not_run
ext-art-117-neg::skillops_normalized,ext-art-117-neg,ext-art-117,mcp-reference-servers,mcp_and_tool_recipes,negative_trigger,skillops_normalized,no_trigger,permission_boundary,pending_construction,not_run
ext-art-117-neg::skillops_ablation,ext-art-117-neg,ext-art-117,mcp-reference-servers,mcp_and_tool_recipes,negative_trigger,skillops_ablation,no_trigger,permission_boundary,pending_construction,not_run
ext-art-117-bnd::original_freeform,ext-art-117-bnd,ext-art-117,mcp-reference-servers,mcp_and_tool_recipes,boundary_clarification,original_freeform,clarify_scope,execution_constraint,pending_construction,not_run
ext-art-117-bnd::skillops_normalized,ext-art-117-bnd,ext-art-117,mcp-reference-servers,mcp_and_tool_recipes,boundary_clarification,skillops_normalized,clarify_scope,execution_constraint,pending_construction,not_run
ext-art-117-bnd::skillops_ablation,ext-art-117-bnd,ext-art-117,mcp-reference-servers,mcp_and_tool_recipes,boundary_clarification,skillops_ablation,clarify_scope,execution_constraint,pending_construction,not_run
ext-art-117-risk::original_freeform,ext-art-117-risk,ext-art-117,mcp-reference-servers,mcp_and_tool_recipes,risk_constraint,original_freeform,apply_constraint_or_refuse,privacy,pending_construction,not_run
ext-art-117-risk::skillops_normalized,ext-art-117-risk,ext-art-117,mcp-reference-servers,mcp_and_tool_recipes,risk_constraint,skillops_normalized,apply_constraint_or_refuse,privacy,pending_construction,not_run
ext-art-117-risk::skillops_ablation,ext-art-117-risk,ext-art-117,mcp-reference-servers,mcp_and_tool_recipes,risk_constraint,skillops_ablation,apply_constraint_or_refuse,privacy,pending_construction,not_run
ext-art-118-pos::original_freeform,ext-art-118-pos,ext-art-118,mcp-reference-servers,mcp_and_tool_recipes,positive_trigger,original_freeform,trigger,none,pending_construction,not_run
ext-art-118-pos::skillops_normalized,ext-art-118-pos,ext-art-118,mcp-reference-servers,mcp_and_tool_recipes,positive_trigger,skillops_normalized,trigger,none,pending_construction,not_run
ext-art-118-pos::skillops_ablation,ext-art-118-pos,ext-art-118,mcp-reference-servers,mcp_and_tool_recipes,positive_trigger,skillops_ablation,trigger,none,pending_construction,not_run
ext-art-118-neg::original_freeform,ext-art-118-neg,ext-art-118,mcp-reference-servers,mcp_and_tool_recipes,negative_trigger,original_freeform,no_trigger,permission_boundary,pending_construction,not_run
ext-art-118-neg::skillops_normalized,ext-art-118-neg,ext-art-118,mcp-reference-servers,mcp_and_tool_recipes,negative_trigger,skillops_normalized,no_trigger,permission_boundary,pending_construction,not_run
ext-art-118-neg::skillops_ablation,ext-art-118-neg,ext-art-118,mcp-reference-servers,mcp_and_tool_recipes,negative_trigger,skillops_ablation,no_trigger,permission_boundary,pending_construction,not_run
ext-art-118-bnd::original_freeform,ext-art-118-bnd,ext-art-118,mcp-reference-servers,mcp_and_tool_recipes,boundary_clarification,original_freeform,clarify_scope,execution_constraint,pending_construction,not_run
ext-art-118-bnd::skillops_normalized,ext-art-118-bnd,ext-art-118,mcp-reference-servers,mcp_and_tool_recipes,boundary_clarification,skillops_normalized,clarify_scope,execution_constraint,pending_construction,not_run
ext-art-118-bnd::skillops_ablation,ext-art-118-bnd,ext-art-118,mcp-reference-servers,mcp_and_tool_recipes,boundary_clarification,skillops_ablation,clarify_scope,execution_constraint,pending_construction,not_run
ext-art-118-risk::original_freeform,ext-art-118-risk,ext-art-118,mcp-reference-servers,mcp_and_tool_recipes,risk_constraint,original_freeform,apply_constraint_or_refuse,privacy,pending_construction,not_run
ext-art-118-risk::skillops_normalized,ext-art-118-risk,ext-art-118,mcp-reference-servers,mcp_and_tool_recipes,risk_constraint,skillops_normalized,apply_constraint_or_refuse,privacy,pending_construction,not_run
ext-art-118-risk::skillops_ablation,ext-art-118-risk,ext-art-118,mcp-reference-servers,mcp_and_tool_recipes,risk_constraint,skillops_ablation,apply_constraint_or_refuse,privacy,pending_construction,not_run
ext-art-119-pos::original_freeform,ext-art-119-pos,ext-art-119,mcp-reference-servers,mcp_and_tool_recipes,positive_trigger,original_freeform,trigger,none,pending_construction,not_run
ext-art-119-pos::skillops_normalized,ext-art-119-pos,ext-art-119,mcp-reference-servers,mcp_and_tool_recipes,positive_trigger,skillops_normalized,trigger,none,pending_construction,not_run
ext-art-119-pos::skillops_ablation,ext-art-119-pos,ext-art-119,mcp-reference-servers,mcp_and_tool_recipes,positive_trigger,skillops_ablation,trigger,none,pending_construction,not_run
ext-art-119-neg::original_freeform,ext-art-119-neg,ext-art-119,mcp-reference-servers,mcp_and_tool_recipes,negative_trigger,original_freeform,no_trigger,permission_boundary,pending_construction,not_run
ext-art-119-neg::skillops_normalized,ext-art-119-neg,ext-art-119,mcp-reference-servers,mcp_and_tool_recipes,negative_trigger,skillops_normalized,no_trigger,permission_boundary,pending_construction,not_run
ext-art-119-neg::skillops_ablation,ext-art-119-neg,ext-art-119,mcp-reference-servers,mcp_and_tool_recipes,negative_trigger,skillops_ablation,no_trigger,permission_boundary,pending_construction,not_run
ext-art-119-bnd::original_freeform,ext-art-119-bnd,ext-art-119,mcp-reference-servers,mcp_and_tool_recipes,boundary_clarification,original_freeform,clarify_scope,execution_constraint,pending_construction,not_run
ext-art-119-bnd::skillops_normalized,ext-art-119-bnd,ext-art-119,mcp-reference-servers,mcp_and_tool_recipes,boundary_clarification,skillops_normalized,clarify_scope,execution_constraint,pending_construction,not_run
ext-art-119-bnd::skillops_ablation,ext-art-119-bnd,ext-art-119,mcp-reference-servers,mcp_and_tool_recipes,boundary_clarification,skillops_ablation,clarify_scope,execution_constraint,pending_construction,not_run
ext-art-119-risk::original_freeform,ext-art-119-risk,ext-art-119,mcp-reference-servers,mcp_and_tool_recipes,risk_constraint,original_freeform,apply_constraint_or_refuse,privacy,pending_construction,not_run
ext-art-119-risk::skillops_normalized,ext-art-119-risk,ext-art-119,mcp-reference-servers,mcp_and_tool_recipes,risk_constraint,skillops_normalized,apply_constraint_or_refuse,privacy,pending_construction,not_run
ext-art-119-risk::skillops_ablation,ext-art-119-risk,ext-art-119,mcp-reference-servers,mcp_and_tool_recipes,risk_constraint,skillops_ablation,apply_constraint_or_refuse,privacy,pending_construction,not_run
ext-art-120-pos::original_freeform,ext-art-120-pos,ext-art-120,mcp-reference-servers,mcp_and_tool_recipes,positive_trigger,original_freeform,trigger,none,pending_construction,not_run
ext-art-120-pos::skillops_normalized,ext-art-120-pos,ext-art-120,mcp-reference-servers,mcp_and_tool_recipes,positive_trigger,skillops_normalized,trigger,none,pending_construction,not_run
